[rosmaster.main][INFO] 2023-04-12 03:19:36,639: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2023-04-12 03:19:36,639: Starting ROS Master Node
[rosmaster.master][INFO] 2023-04-12 03:19:36,872: +PARAM [/rosbridge_websocket/address] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,872: +PARAM [/rosbridge_websocket/retry_startup_delay] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,872: +PARAM [/rosbridge_websocket/fragment_timeout] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,873: +PARAM [/rosbridge_websocket/delay_between_messages] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,873: +PARAM [/rosbridge_websocket/max_message_size] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,873: +PARAM [/rosbridge_websocket/unregister_timeout] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,873: +PARAM [/rosbridge_websocket/use_compression] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,873: +PARAM [/rosbridge_websocket/websocket_ping_interval] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,873: +PARAM [/rosbridge_websocket/websocket_ping_timeout] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,873: +PARAM [/rosbridge_websocket/websocket_external_port] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,873: +PARAM [/rosbridge_websocket/topics_glob] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,873: +PARAM [/rosbridge_websocket/services_glob] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,873: +PARAM [/rosbridge_websocket/params_glob] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,873: +PARAM [/rosbridge_websocket/bson_only_mode] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,874: +PARAM [/rosapi/topics_glob] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,874: +PARAM [/rosapi/services_glob] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,874: +PARAM [/rosapi/params_glob] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,874: +PARAM [/led/led_effect/notify/startup/r] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,874: +PARAM [/led/led_effect/notify/startup/g] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,874: +PARAM [/led/led_effect/notify/startup/b] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,874: +PARAM [/led/led_effect/notify/connected/effect] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,874: +PARAM [/led/led_effect/notify/disconnected/effect] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,874: +PARAM [/led/led_effect/notify/disconnected/r] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,874: +PARAM [/led/led_effect/notify/disconnected/g] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,875: +PARAM [/led/led_effect/notify/disconnected/b] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,875: +PARAM [/led/led_effect/notify/acro/r] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,875: +PARAM [/led/led_effect/notify/acro/g] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,875: +PARAM [/led/led_effect/notify/acro/b] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,875: +PARAM [/led/led_effect/notify/stabilized/r] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,875: +PARAM [/led/led_effect/notify/stabilized/g] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,875: +PARAM [/led/led_effect/notify/stabilized/b] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,875: +PARAM [/led/led_effect/notify/altctl/r] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,875: +PARAM [/led/led_effect/notify/altctl/g] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,875: +PARAM [/led/led_effect/notify/altctl/b] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,876: +PARAM [/led/led_effect/notify/posctl/r] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,876: +PARAM [/led/led_effect/notify/posctl/g] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,876: +PARAM [/led/led_effect/notify/posctl/b] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,876: +PARAM [/led/led_effect/notify/offboard/r] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,876: +PARAM [/led/led_effect/notify/offboard/g] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,876: +PARAM [/led/led_effect/notify/offboard/b] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,876: +PARAM [/led/led_effect/notify/low_battery/threshold] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,876: +PARAM [/led/led_effect/notify/low_battery/effect] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,876: +PARAM [/led/led_effect/notify/low_battery/r] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,876: +PARAM [/led/led_effect/notify/low_battery/g] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,877: +PARAM [/led/led_effect/notify/low_battery/b] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,877: +PARAM [/led/led_effect/notify/error/effect] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,877: +PARAM [/led/led_effect/notify/error/r] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,877: +PARAM [/led/led_effect/notify/error/g] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,877: +PARAM [/led/led_effect/notify/error/b] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,877: +PARAM [/led/led_effect/notify/error/ignore] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,877: +PARAM [/led/led_effect/blink_rate] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,877: +PARAM [/led/led_effect/fade_period] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:36,877: +PARAM [/led/led_effect/rainbow_period] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:37,748: +PUB [/rosout] /mavros http://clover-dev:39731/
[rosmaster.master][INFO] 2023-04-12 03:19:37,757: +SERVICE [/mavros/get_loggers] /mavros http://clover-dev:39731/
[rosmaster.master][INFO] 2023-04-12 03:19:37,757: +SERVICE [/mavros/set_logger_level] /mavros http://clover-dev:39731/
[rosmaster.master][INFO] 2023-04-12 03:19:37,759: +SUB [/clock] /mavros http://clover-dev:39731/
[rosmaster.master][INFO] 2023-04-12 03:19:37,760: +PUB [/diagnostics] /mavros http://clover-dev:39731/
[rosmaster.master][INFO] 2023-04-12 03:19:37,760: +CACHEDPARAM [/mavros/diagnostic_period] by /mavros
[rosmaster.master][INFO] 2023-04-12 03:19:37,777: +PUB [/rosout] /rangefinder_frame http://clover-dev:33995/
[rosmaster.master][INFO] 2023-04-12 03:19:37,779: publisherUpdate[/rosout] -> http://clover-dev:44107/ ['http://clover-dev:39731/']
[rosmaster.master][INFO] 2023-04-12 03:19:37,801: +SERVICE [/rangefinder_frame/get_loggers] /rangefinder_frame http://clover-dev:33995/
[rosmaster.master][INFO] 2023-04-12 03:19:37,801: +SERVICE [/rangefinder_frame/set_logger_level] /rangefinder_frame http://clover-dev:33995/
[rosmaster.master][INFO] 2023-04-12 03:19:37,817: publisherUpdate[/rosout] -> http://clover-dev:44107/ ['http://clover-dev:39731/']: sec=0.04, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:37,817: publisherUpdate[/rosout] -> http://clover-dev:44107/ ['http://clover-dev:39731/', 'http://clover-dev:33995/']
[rosmaster.master][INFO] 2023-04-12 03:19:37,837: publisherUpdate[/rosout] -> http://clover-dev:44107/ ['http://clover-dev:39731/', 'http://clover-dev:33995/']: sec=0.02, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:37,848: +PUB [/rosout] /visualization http://clover-dev:37811/
[rosmaster.master][INFO] 2023-04-12 03:19:37,857: +SUB [/clock] /rangefinder_frame http://clover-dev:33995/
[rosmaster.master][INFO] 2023-04-12 03:19:37,860: +SERVICE [/visualization/get_loggers] /visualization http://clover-dev:37811/
[rosmaster.master][INFO] 2023-04-12 03:19:37,860: +SERVICE [/visualization/set_logger_level] /visualization http://clover-dev:37811/
[rosmaster.master][INFO] 2023-04-12 03:19:37,861: +PUB [/tf_static] /rangefinder_frame http://clover-dev:33995/
[rosmaster.master][INFO] 2023-04-12 03:19:37,867: +CACHEDPARAM [/rosout_disable_topics_generation] by /rangefinder_frame
[rosmaster.master][INFO] 2023-04-12 03:19:37,872: +SUB [/clock] /visualization http://clover-dev:37811/
[rosmaster.master][INFO] 2023-04-12 03:19:37,897: publisherUpdate[/rosout] -> http://clover-dev:44107/ ['http://clover-dev:39731/', 'http://clover-dev:33995/', 'http://clover-dev:37811/']
[rosmaster.master][INFO] 2023-04-12 03:19:37,918: publisherUpdate[/rosout] -> http://clover-dev:44107/ ['http://clover-dev:39731/', 'http://clover-dev:33995/', 'http://clover-dev:37811/']: sec=0.02, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:37,950: +PUB [/track_markers] /visualization http://clover-dev:37811/
[rosmaster.master][INFO] 2023-04-12 03:19:37,950: +PUB [/vehicle_marker] /visualization http://clover-dev:37811/
[rosmaster.master][INFO] 2023-04-12 03:19:37,951: +PUB [/wp_markers] /visualization http://clover-dev:37811/
[rosmaster.master][INFO] 2023-04-12 03:19:37,957: +PUB [/landing_target] /visualization http://clover-dev:37811/
[rosmaster.master][INFO] 2023-04-12 03:19:37,985: +SUB [/mavros/local_position/pose] /visualization http://clover-dev:37811/
[rosmaster.master][INFO] 2023-04-12 03:19:38,007: +SUB [/tf] /mavros http://clover-dev:39731/
[rosmaster.master][INFO] 2023-04-12 03:19:38,014: +PUB [/rosout] /vpe_publisher http://clover-dev:41703/
[rosmaster.master][INFO] 2023-04-12 03:19:38,022: +SERVICE [/vpe_publisher/get_loggers] /vpe_publisher http://clover-dev:41703/
[rosmaster.master][INFO] 2023-04-12 03:19:38,025: publisherUpdate[/rosout] -> http://clover-dev:44107/ ['http://clover-dev:39731/', 'http://clover-dev:33995/', 'http://clover-dev:37811/', 'http://clover-dev:41703/']
[rosmaster.master][INFO] 2023-04-12 03:19:38,025: publisherUpdate[/rosout] -> http://clover-dev:44107/ ['http://clover-dev:39731/', 'http://clover-dev:33995/', 'http://clover-dev:37811/', 'http://clover-dev:41703/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:38,028: +SERVICE [/vpe_publisher/set_logger_level] /vpe_publisher http://clover-dev:41703/
[rosmaster.master][INFO] 2023-04-12 03:19:38,034: +SUB [/tf_static] /mavros http://clover-dev:39731/
[rosmaster.master][INFO] 2023-04-12 03:19:38,043: +PUB [/tf] /mavros http://clover-dev:39731/
[rosmaster.master][INFO] 2023-04-12 03:19:38,053: publisherUpdate[/tf] -> http://clover-dev:39731/ ['http://clover-dev:39731/']
[rosmaster.master][INFO] 2023-04-12 03:19:38,054: publisherUpdate[/tf] -> http://clover-dev:39731/ ['http://clover-dev:39731/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:38,054: +SUB [/mavros/setpoint_position/local] /visualization http://clover-dev:37811/
[rosmaster.master][INFO] 2023-04-12 03:19:38,056: +PUB [/tf_static] /mavros http://clover-dev:39731/
[rosmaster.master][INFO] 2023-04-12 03:19:38,068: +SUB [/clock] /vpe_publisher http://clover-dev:41703/
[rosmaster.master][INFO] 2023-04-12 03:19:38,087: +PUB [/rosout] /optical_flow http://clover-dev:44499/
[rosmaster.master][INFO] 2023-04-12 03:19:38,097: +SERVICE [/optical_flow/get_loggers] /optical_flow http://clover-dev:44499/
[rosmaster.master][INFO] 2023-04-12 03:19:38,107: +SUB [/lt_marker] /visualization http://clover-dev:37811/
[rosmaster.master][INFO] 2023-04-12 03:19:38,108: +SERVICE [/optical_flow/set_logger_level] /optical_flow http://clover-dev:44499/
[rosmaster.master][INFO] 2023-04-12 03:19:38,121: publisherUpdate[/tf_static] -> http://clover-dev:39731/ ['http://clover-dev:33995/', 'http://clover-dev:39731/']
[rosmaster.master][INFO] 2023-04-12 03:19:38,147: publisherUpdate[/tf_static] -> http://clover-dev:39731/ ['http://clover-dev:33995/', 'http://clover-dev:39731/']: sec=0.00, result=[1, '', 0]
