[rosmaster.main][INFO] 2023-04-12 03:19:47,278: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2023-04-12 03:19:47,278: Starting ROS Master Node
[rosmaster.master][INFO] 2023-04-12 03:19:47,411: +PARAM [/mavros/setpoint_position/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,411: +PARAM [/mavros/setpoint_position/mav_frame] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,411: +PARAM [/mavros/setpoint_velocity/mav_frame] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,411: +PARAM [/mavros/mission/pull_after_gcs] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,411: +PARAM [/mavros/distance_sensor/rangefinder/id] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,411: +PARAM [/mavros/distance_sensor/rangefinder/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,411: +PARAM [/mavros/distance_sensor/rangefinder/orientation] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,411: +PARAM [/mavros/distance_sensor/rangefinder/field_of_view] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,411: +PARAM [/mavros/distance_sensor/rangefinder_sub/subscriber] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,412: +PARAM [/mavros/distance_sensor/rangefinder_sub/id] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,412: +PARAM [/mavros/distance_sensor/rangefinder_sub/orientation] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,412: +PARAM [/mavros/distance_sensor/rangefinder_sub/covariance] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,412: +PARAM [/mavros/fake_gps/use_mocap] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,412: +PARAM [/mavros/fake_gps/mocap_transform] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,412: +PARAM [/mavros/fake_gps/use_vision] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,412: +PARAM [/mavros/fake_gps/geo_origin/lat] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,412: +PARAM [/mavros/fake_gps/geo_origin/lon] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,412: +PARAM [/mavros/fake_gps/geo_origin/alt] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,412: +PARAM [/mavros/fake_gps/eph] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,412: +PARAM [/mavros/fake_gps/epv] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,413: +PARAM [/mavros/fake_gps/satellites_visible] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,413: +PARAM [/mavros/fake_gps/fix_type] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,413: +PARAM [/mavros/fake_gps/tf/listen] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,413: +PARAM [/mavros/fake_gps/tf/send] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,413: +PARAM [/mavros/fake_gps/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,413: +PARAM [/mavros/fake_gps/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,413: +PARAM [/mavros/fake_gps/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,413: +PARAM [/mavros/fake_gps/gps_rate] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,413: +PARAM [/mavros/mocap/use_tf] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,413: +PARAM [/mavros/mocap/use_pose] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,413: +PARAM [/mavros/odometry/in/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,414: +PARAM [/mavros/odometry/in/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,414: +PARAM [/mavros/odometry/in/frame_tf/local_frame] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,414: +PARAM [/mavros/odometry/in/frame_tf/body_frame_orientation] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,414: +PARAM [/mavros/odometry/out/frame_tf/local_frame] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,414: +PARAM [/mavros/odometry/out/frame_tf/body_frame_orientation] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,414: +PARAM [/mavros/px4flow/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,414: +PARAM [/mavros/px4flow/ranger_fov] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,414: +PARAM [/mavros/px4flow/ranger_min_range] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,414: +PARAM [/mavros/px4flow/ranger_max_range] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,414: +PARAM [/mavros/vision_pose/tf/listen] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,415: +PARAM [/mavros/vision_speed/listen_twist] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,415: +PARAM [/mavros/vision_speed/twist_cov] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,416: +PARAM [/mavros/vibration/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,417: +PARAM [/mavros/plugin_whitelist] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,417: +PARAM [/mavros/fcu_url] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,417: +PARAM [/mavros/target_system_id] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,417: +PARAM [/mavros/gcs_url] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,417: +PARAM [/mavros/gcs_quiet_mode] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,417: +PARAM [/rangefinder/range/subscriber] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,417: +PARAM [/rangefinder/range/id] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,417: +PARAM [/rangefinder/range/orientation] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,417: +PARAM [/rangefinder/range/covariance] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,417: +PARAM [/visualization/fixed_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,418: +PARAM [/visualization/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,418: +PARAM [/visualization/marker_scale] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,418: +PARAM [/visualization/max_track_size] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,418: +PARAM [/visualization/num_rotors] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,418: +PARAM [/vpe_publisher/force_init] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,418: +PARAM [/vpe_publisher/offset_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,418: +PARAM [/simple_offboard/reference_frames/main_camera_optical] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,418: +PARAM [/simple_offboard/terrain_frame_mode] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,418: +PARAM [/rosbridge_websocket/authenticate] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,418: +PARAM [/rosbridge_websocket/port] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,418: +PARAM [/rosbridge_websocket/address] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,419: +PARAM [/rosbridge_websocket/retry_startup_delay] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,419: +PARAM [/rosbridge_websocket/fragment_timeout] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,419: +PARAM [/rosbridge_websocket/delay_between_messages] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,419: +PARAM [/rosbridge_websocket/max_message_size] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,419: +PARAM [/rosbridge_websocket/unregister_timeout] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,419: +PARAM [/rosbridge_websocket/use_compression] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,419: +PARAM [/rosbridge_websocket/websocket_ping_interval] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,419: +PARAM [/rosbridge_websocket/websocket_ping_timeout] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,419: +PARAM [/rosbridge_websocket/websocket_external_port] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,419: +PARAM [/rosbridge_websocket/topics_glob] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,420: +PARAM [/rosbridge_websocket/services_glob] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,420: +PARAM [/rosbridge_websocket/params_glob] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,420: +PARAM [/rosbridge_websocket/bson_only_mode] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,420: +PARAM [/rosapi/topics_glob] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,420: +PARAM [/rosapi/services_glob] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,420: +PARAM [/rosapi/params_glob] by /roslaunch
[rosmaster.master][INFO] 2023-04-12 03:19:47,426: +SERVICE [/rosout/get_loggers] /rosout http://clover-dev:35277/
[rosmaster.master][INFO] 2023-04-12 03:19:47,427: +SERVICE [/rosout/set_logger_level] /rosout http://clover-dev:35277/
[rosmaster.master][INFO] 2023-04-12 03:19:47,436: +PUB [/rosout_agg] /rosout http://clover-dev:35277/
[rosmaster.master][INFO] 2023-04-12 03:19:47,438: +SUB [/rosout] /rosout http://clover-dev:35277/
[rosmaster.master][INFO] 2023-04-12 03:19:48,388: +PUB [/rosout] /rangefinder_frame http://clover-dev:37483/
[rosmaster.master][INFO] 2023-04-12 03:19:48,390: +PUB [/rosout] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:48,390: +SERVICE [/rangefinder_frame/get_loggers] /rangefinder_frame http://clover-dev:37483/
[rosmaster.master][INFO] 2023-04-12 03:19:48,393: +SERVICE [/rangefinder_frame/set_logger_level] /rangefinder_frame http://clover-dev:37483/
[rosmaster.master][INFO] 2023-04-12 03:19:48,393: +SERVICE [/mavros/get_loggers] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:48,394: +SERVICE [/mavros/set_logger_level] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:48,396: +PUB [/tf_static] /rangefinder_frame http://clover-dev:37483/
[rosmaster.master][INFO] 2023-04-12 03:19:48,399: +PUB [/diagnostics] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:48,404: +CACHEDPARAM [/rosout_disable_topics_generation] by /rangefinder_frame
[rosmaster.master][INFO] 2023-04-12 03:19:48,406: +CACHEDPARAM [/mavros/diagnostic_period] by /mavros
[rosmaster.master][INFO] 2023-04-12 03:19:48,408: publisherUpdate[/rosout] -> http://clover-dev:35277/ ['http://clover-dev:37483/']
[rosmaster.master][INFO] 2023-04-12 03:19:48,426: publisherUpdate[/rosout] -> http://clover-dev:35277/ ['http://clover-dev:37483/']: sec=0.02, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:48,426: publisherUpdate[/rosout] -> http://clover-dev:35277/ ['http://clover-dev:37483/', 'http://clover-dev:34455/']
[rosmaster.master][INFO] 2023-04-12 03:19:48,436: publisherUpdate[/rosout] -> http://clover-dev:35277/ ['http://clover-dev:37483/', 'http://clover-dev:34455/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:48,449: +PUB [/rosout] /visualization http://clover-dev:41253/
[rosmaster.master][INFO] 2023-04-12 03:19:48,454: +SERVICE [/visualization/get_loggers] /visualization http://clover-dev:41253/
[rosmaster.master][INFO] 2023-04-12 03:19:48,458: +SERVICE [/visualization/set_logger_level] /visualization http://clover-dev:41253/
[rosmaster.master][INFO] 2023-04-12 03:19:48,498: +PUB [/track_markers] /visualization http://clover-dev:41253/
[rosmaster.master][INFO] 2023-04-12 03:19:48,503: +PUB [/vehicle_marker] /visualization http://clover-dev:41253/
[rosmaster.master][INFO] 2023-04-12 03:19:48,508: +PUB [/wp_markers] /visualization http://clover-dev:41253/
[rosmaster.master][INFO] 2023-04-12 03:19:48,518: +PUB [/landing_target] /visualization http://clover-dev:41253/
[rosmaster.master][INFO] 2023-04-12 03:19:48,527: publisherUpdate[/rosout] -> http://clover-dev:35277/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:41253/']
[rosmaster.master][INFO] 2023-04-12 03:19:48,547: publisherUpdate[/rosout] -> http://clover-dev:35277/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:41253/']: sec=0.02, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:48,551: +SUB [/mavros/local_position/pose] /visualization http://clover-dev:41253/
[rosmaster.master][INFO] 2023-04-12 03:19:48,567: +PUB [/rosout] /vpe_publisher http://clover-dev:38707/
[rosmaster.master][INFO] 2023-04-12 03:19:48,572: +SERVICE [/vpe_publisher/get_loggers] /vpe_publisher http://clover-dev:38707/
[rosmaster.master][INFO] 2023-04-12 03:19:48,578: +SUB [/mavros/setpoint_position/local] /visualization http://clover-dev:41253/
[rosmaster.master][INFO] 2023-04-12 03:19:48,591: +SERVICE [/vpe_publisher/set_logger_level] /vpe_publisher http://clover-dev:38707/
[rosmaster.master][INFO] 2023-04-12 03:19:48,609: +SUB [/tf] /vpe_publisher http://clover-dev:38707/
[rosmaster.master][INFO] 2023-04-12 03:19:48,617: +SUB [/lt_marker] /visualization http://clover-dev:41253/
[rosmaster.master][INFO] 2023-04-12 03:19:48,631: +SUB [/tf_static] /vpe_publisher http://clover-dev:38707/
[rosmaster.master][INFO] 2023-04-12 03:19:48,635: publisherUpdate[/rosout] -> http://clover-dev:35277/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:41253/', 'http://clover-dev:38707/']
[rosmaster.master][INFO] 2023-04-12 03:19:48,661: publisherUpdate[/rosout] -> http://clover-dev:35277/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:41253/', 'http://clover-dev:38707/']: sec=0.03, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:48,720: +SUB [/tf] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:48,727: +PUB [/rosout] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:48,737: +SERVICE [/simple_offboard/get_loggers] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:48,747: +SERVICE [/simple_offboard/set_logger_level] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:48,748: +CACHEDPARAM [/rosout_disable_topics_generation] by /vpe_publisher
[rosmaster.master][INFO] 2023-04-12 03:19:48,756: publisherUpdate[/rosout] -> http://clover-dev:35277/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:41253/', 'http://clover-dev:38707/', 'http://clover-dev:45263/']
[rosmaster.master][INFO] 2023-04-12 03:19:48,796: +SUB [/tf_static] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:48,801: +PUB [/tf] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:48,802: publisherUpdate[/rosout] -> http://clover-dev:35277/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:41253/', 'http://clover-dev:38707/', 'http://clover-dev:45263/']: sec=0.05, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:48,802: publisherUpdate[/tf] -> http://clover-dev:38707/ ['http://clover-dev:34455/']
[rosmaster.master][INFO] 2023-04-12 03:19:48,808: +PUB [/tf_static] /mavros http://clover-dev:34455/
[rosmaster.master][INFO] 2023-04-12 03:19:48,829: +SUB [/tf] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:48,832: +SUB [/vpe_publisher/pose] /vpe_publisher http://clover-dev:38707/
[rosmaster.master][INFO] 2023-04-12 03:19:48,844: publisherUpdate[/tf] -> http://clover-dev:38707/ ['http://clover-dev:34455/']: sec=0.04, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:48,845: publisherUpdate[/tf] -> http://clover-dev:34455/ ['http://clover-dev:34455/']
[rosmaster.master][INFO] 2023-04-12 03:19:48,849: publisherUpdate[/tf] -> http://clover-dev:34455/ ['http://clover-dev:34455/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:48,850: publisherUpdate[/tf_static] -> http://clover-dev:38707/ ['http://clover-dev:37483/', 'http://clover-dev:34455/']
[rosmaster.master][INFO] 2023-04-12 03:19:48,867: publisherUpdate[/tf_static] -> http://clover-dev:34455/ ['http://clover-dev:37483/', 'http://clover-dev:34455/']
[rosmaster.master][INFO] 2023-04-12 03:19:48,871: +PUB [/rosout] /tf2_web_republisher http://clover-dev:41847/
[rosmaster.master][INFO] 2023-04-12 03:19:48,872: +SUB [/vpe_publisher/pose_cov] /vpe_publisher http://clover-dev:38707/
[rosmaster.master][INFO] 2023-04-12 03:19:48,878: publisherUpdate[/tf_static] -> http://clover-dev:38707/ ['http://clover-dev:37483/', 'http://clover-dev:34455/']: sec=0.03, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:48,878: publisherUpdate[/rosout] -> http://clover-dev:35277/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:41253/', 'http://clover-dev:38707/', 'http://clover-dev:45263/', 'http://clover-dev:41847/']
[rosmaster.master][INFO] 2023-04-12 03:19:48,879: publisherUpdate[/rosout] -> http://clover-dev:35277/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:41253/', 'http://clover-dev:38707/', 'http://clover-dev:45263/', 'http://clover-dev:41847/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:48,879: +SERVICE [/tf2_web_republisher/get_loggers] /tf2_web_republisher http://clover-dev:41847/
[rosmaster.master][INFO] 2023-04-12 03:19:48,880: +SUB [/tf_static] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:48,882: +PUB [/mavros/vision_pose/pose] /vpe_publisher http://clover-dev:38707/
[rosmaster.master][INFO] 2023-04-12 03:19:48,885: +SERVICE [/tf2_web_republisher/set_logger_level] /tf2_web_republisher http://clover-dev:41847/
[rosmaster.master][INFO] 2023-04-12 03:19:48,885: +PUB [/tf] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:48,891: +PUB [/tf_static] /simple_offboard http://clover-dev:45263/
[rosmaster.master][INFO] 2023-04-12 03:19:48,901: publisherUpdate[/tf_static] -> http://clover-dev:34455/ ['http://clover-dev:37483/', 'http://clover-dev:34455/']: sec=0.03, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:48,901: publisherUpdate[/tf] -> http://clover-dev:38707/ ['http://clover-dev:34455/', 'http://clover-dev:45263/']
[rosmaster.master][INFO] 2023-04-12 03:19:48,902: publisherUpdate[/tf] -> http://clover-dev:38707/ ['http://clover-dev:34455/', 'http://clover-dev:45263/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:48,902: publisherUpdate[/tf] -> http://clover-dev:34455/ ['http://clover-dev:34455/', 'http://clover-dev:45263/']
[rosmaster.master][INFO] 2023-04-12 03:19:48,919: publisherUpdate[/tf] -> http://clover-dev:34455/ ['http://clover-dev:34455/', 'http://clover-dev:45263/']: sec=0.02, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:48,919: publisherUpdate[/tf] -> http://clover-dev:45263/ ['http://clover-dev:34455/', 'http://clover-dev:45263/']
[rosmaster.master][INFO] 2023-04-12 03:19:48,924: publisherUpdate[/tf] -> http://clover-dev:45263/ ['http://clover-dev:34455/', 'http://clover-dev:45263/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:48,924: publisherUpdate[/tf_static] -> http://clover-dev:38707/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:45263/']
[rosmaster.master][INFO] 2023-04-12 03:19:48,956: +SUB [/mavros/local_position/pose] /vpe_publisher http://clover-dev:38707/
[rosmaster.master][INFO] 2023-04-12 03:19:48,957: publisherUpdate[/tf_static] -> http://clover-dev:38707/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:45263/']: sec=0.03, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:48,957: publisherUpdate[/tf_static] -> http://clover-dev:34455/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:45263/']
[rosmaster.master][INFO] 2023-04-12 03:19:48,959: publisherUpdate[/tf_static] -> http://clover-dev:34455/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:45263/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-04-12 03:19:48,959: publisherUpdate[/tf_static] -> http://clover-dev:45263/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:45263/']
[rosmaster.master][INFO] 2023-04-12 03:19:48,960: publisherUpdate[/tf_static] -> http://clover-dev:45263/ ['http://clover-dev:37483/', 'http://clover-dev:34455/', 'http://clover-dev:45263/']: sec=0.00, result=[1, '', 0]
